cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
53825243,"(2R,5R,6S)-3,3-dimethyl-2-methylsulfanyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11685883,380.500,C17H20N2O4S2,137.000,591.000,1.900,25,2,6,5,"InChI=1S/C17H20N2O4S2/c1-16(2)17(24-3,15(22)23)19-13(21)12(14(19)25-16)18-11(20)9-10-7-5-4-6-8-10/h4-8,12,14H,9H2,1-3H3,(H,18,20)(H,22,23)/t12-,14+,17+/m0/s1",CC1([C@@](N2[C@H](S1)[C@H](C2=O)NC(=O)CC3=CC=CC=C3)(C(=O)O)SC)C,FYQBDZZQNBYPCS-DXCKQFNASA-N,"(2R,5R,6S)-3,3-dimethyl-2-methylsulfanyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,IBM|SureChEMBL,Curation Efforts|Research and Development,NULL
53829655,"(2R,5R,6R)-2-methoxy-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11690577,364.400,C17H20N2O5S,121.000,590.000,1.100,25,2,6,5,"InChI=1S/C17H20N2O5S/c1-16(2)17(24-3,15(22)23)19-13(21)12(14(19)25-16)18-11(20)9-10-7-5-4-6-8-10/h4-8,12,14H,9H2,1-3H3,(H,18,20)(H,22,23)/t12-,14-,17-/m1/s1",CC1([C@@](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)(C(=O)O)OC)C,GBOAAATYKNVCNP-SUYBPPKGSA-N,"(2R,5R,6R)-2-methoxy-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53833650,"(2S,5R)-6-benzamido-6-(dipropylamino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11779954,419.500,C21H29N3O4S,115.000,658.000,0.800,29,2,6,8,"InChI=1S/C21H29N3O4S/c1-5-12-23(13-6-2)21(22-16(25)14-10-8-7-9-11-14)18(28)24-15(17(26)27)20(3,4)29-19(21)24/h7-11,15,19H,5-6,12-13H2,1-4H3,(H,22,25)(H,26,27)/t15-,19+,21?/m0/s1",CCCN(CCC)C1([C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)NC(=O)C3=CC=CC=C3,GEEMNMJEYGZKOB-LDQVWUCLSA-N,"(2S,5R)-6-benzamido-6-(dipropylamino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53838045,"(2S,5R)-3,3,6-trimethyl-7-oxo-6-[(4-prop-2-enylbenzoyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11518141,374.500,C19H22N2O4S,112.000,642.000,2.600,26,2,5,5,"InChI=1S/C19H22N2O4S/c1-5-6-11-7-9-12(10-8-11)14(22)20-19(4)16(25)21-13(15(23)24)18(2,3)26-17(19)21/h5,7-10,13,17H,1,6H2,2-4H3,(H,20,22)(H,23,24)/t13-,17+,19?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(C)NC(=O)C3=CC=C(C=C3)CC=C)C(=O)O)C,GHCIDVFSEHZEJH-JQKBXSLYSA-N,"(2S,5R)-3,3,6-trimethyl-7-oxo-6-[(4-prop-2-enylbenzoyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53844189,"(2S,5R)-6-acetyl-3,3-dimethyl-6-[(4-methylbenzoyl)amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11718983,376.400,C18H20N2O5S,129.000,671.000,1.500,26,2,6,4,"InChI=1S/C18H20N2O5S/c1-9-5-7-11(8-6-9)13(22)19-18(10(2)21)15(25)20-12(14(23)24)17(3,4)26-16(18)20/h5-8,12,16H,1-4H3,(H,19,22)(H,23,24)/t12-,16+,18?/m0/s1",CC1=CC=C(C=C1)C(=O)NC2([C@@H]3N(C2=O)[C@H](C(S3)(C)C)C(=O)O)C(=O)C,GLFFWXYRFITXAI-NMZJCNHASA-N,"(2S,5R)-6-acetyl-3,3-dimethyl-6-[(4-methylbenzoyl)amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53847865,"(2S,5R,6R)-3,3-dimethyl-6-[[2-[[(2S)-1-[(2-methylpropan-2-yl)oxycarbonyl]pyrrolidine-2-carbonyl]amino]-2-phenylacetyl]amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11572884,546.600,C26H34N4O7S,171.000,991.000,2.300,38,3,8,8,"InChI=1S/C26H34N4O7S/c1-25(2,3)37-24(36)29-13-9-12-15(29)19(31)27-16(14-10-7-6-8-11-14)20(32)28-17-21(33)30-18(23(34)35)26(4,5)38-22(17)30/h6-8,10-11,15-18,22H,9,12-13H2,1-5H3,(H,27,31)(H,28,32)(H,34,35)/t15-,16?,17+,18-,22+/m0/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)[C@@H]4CCCN4C(=O)OC(C)(C)C)C(=O)O)C,GNQSJUSPBSQREV-BBMYYRFASA-N,"(2S,5R,6R)-3,3-dimethyl-6-[[2-[[(2S)-1-[(2-methylpropan-2-yl)oxycarbonyl]pyrrolidine-2-carbonyl]amino]-2-phenylacetyl]amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53877724,"(2S,5R)-6-benzyl-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11516762,424.500,C23H24N2O4S,112.000,699.000,3.100,30,2,5,6,"InChI=1S/C23H24N2O4S/c1-22(2)18(19(27)28)25-20(29)23(21(25)30-22,14-16-11-7-4-8-12-16)24-17(26)13-15-9-5-3-6-10-15/h3-12,18,21H,13-14H2,1-2H3,(H,24,26)(H,27,28)/t18-,21+,23?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(CC3=CC=CC=C3)NC(=O)CC4=CC=CC=C4)C(=O)O)C,HHPVCZYKIMYYGZ-ZBUVYOTDSA-N,"(2S,5R)-6-benzyl-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53880589,"(2S,5R)-6-acetyl-3,3-dimethyl-6-[(2-methylbenzoyl)amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11720505,376.400,C18H20N2O5S,129.000,679.000,1.500,26,2,6,4,"InChI=1S/C18H20N2O5S/c1-9-7-5-6-8-11(9)13(22)19-18(10(2)21)15(25)20-12(14(23)24)17(3,4)26-16(18)20/h5-8,12,16H,1-4H3,(H,19,22)(H,23,24)/t12-,16+,18?/m0/s1",CC1=CC=CC=C1C(=O)NC2([C@@H]3N(C2=O)[C@H](C(S3)(C)C)C(=O)O)C(=O)C,HJMCXTUONZVLEY-NMZJCNHASA-N,"(2S,5R)-6-acetyl-3,3-dimethyl-6-[(2-methylbenzoyl)amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53883519,"(2S,5R)-6-acetyl-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11725205,376.400,C18H20N2O5S,129.000,658.000,1.000,26,2,6,5,"InChI=1S/C18H20N2O5S/c1-10(21)18(19-12(22)9-11-7-5-4-6-8-11)15(25)20-13(14(23)24)17(2,3)26-16(18)20/h4-8,13,16H,9H2,1-3H3,(H,19,22)(H,23,24)/t13-,16+,18?/m0/s1",CC(=O)C1([C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)NC(=O)CC3=CC=CC=C3,HLMCZJYNAROFAP-NHSXVPOTSA-N,"(2S,5R)-6-acetyl-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53883983,"(2S,5R)-3,3,6-trimethyl-7-oxo-6-[(4-propan-2-ylbenzoyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11518200,376.500,C19H24N2O4S,112.000,627.000,2.700,26,2,5,4,"InChI=1S/C19H24N2O4S/c1-10(2)11-6-8-12(9-7-11)14(22)20-19(5)16(25)21-13(15(23)24)18(3,4)26-17(19)21/h6-10,13,17H,1-5H3,(H,20,22)(H,23,24)/t13-,17+,19?/m0/s1",CC(C)C1=CC=C(C=C1)C(=O)NC2([C@@H]3N(C2=O)[C@H](C(S3)(C)C)C(=O)O)C,HLUWCMQQSWUSTK-JQKBXSLYSA-N,"(2S,5R)-3,3,6-trimethyl-7-oxo-6-[(4-propan-2-ylbenzoyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53883993,"(2S,5R)-3,3,6-trimethyl-6-[(4-methylbenzoyl)amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11517018,348.400,C17H20N2O4S,112.000,585.000,1.900,24,2,5,3,"InChI=1S/C17H20N2O4S/c1-9-5-7-10(8-6-9)12(20)18-17(4)14(23)19-11(13(21)22)16(2,3)24-15(17)19/h5-8,11,15H,1-4H3,(H,18,20)(H,21,22)/t11-,15+,17?/m0/s1",CC1=CC=C(C=C1)C(=O)NC2([C@@H]3N(C2=O)[C@H](C(S3)(C)C)C(=O)O)C,HLVBBRMPHDWAME-HAHZRWCASA-N,"(2S,5R)-3,3,6-trimethyl-6-[(4-methylbenzoyl)amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53887358,"(5S)-6-[(2-amino-2-phenylacetyl)amino]-7-oxospiro[4-thia-1-azabicyclo[3.2.0]heptane-3,3'-thietane]-2-carboxylic acid",SCHEMBL11537142,379.500,C16H17N3O4S2,163.000,606.000,-1.400,25,3,7,4,"InChI=1S/C16H17N3O4S2/c17-9(8-4-2-1-3-5-8)12(20)18-10-13(21)19-11(15(22)23)16(6-24-7-16)25-14(10)19/h1-5,9-11,14H,6-7,17H2,(H,18,20)(H,22,23)/t9?,10?,11?,14-/m0/s1",C1C2(CS1)C(N3[C@@H](S2)C(C3=O)NC(=O)C(C4=CC=CC=C4)N)C(=O)O,HOBWFLAJUBGMIL-CMLRVBMESA-N,"(5S)-6-[(2-amino-2-phenylacetyl)amino]-7-oxospiro[4-thia-1-azabicyclo[3.2.0]heptane-3,3'-thietane]-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53891655,"(2S,5R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-6-(trifluoromethyl)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11725903,402.400,C17H17F3N2O4S,112.000,663.000,2.200,27,2,8,4,"InChI=1S/C17H17F3N2O4S/c1-15(2)11(12(24)25)22-13(26)16(14(22)27-15,17(18,19)20)21-10(23)8-9-6-4-3-5-7-9/h3-7,11,14H,8H2,1-2H3,(H,21,23)(H,24,25)/t11-,14+,16?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(C(F)(F)F)NC(=O)CC3=CC=CC=C3)C(=O)O)C,HQWQBMRSTPXLML-XBJHJHTJSA-N,"(2S,5R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-6-(trifluoromethyl)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Classification|Patents,2,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53894138,"(2S,5R,6R)-6-[[2-[formyl(sulfamoyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11870733,456.500,C17H20N4O7S2,201.000,851.000,0.100,30,3,9,6,"InChI=1S/C17H20N4O7S2/c1-17(2)12(16(25)26)21-14(24)10(15(21)29-17)19-13(23)11(9-6-4-3-5-7-9)20(8-22)30(18,27)28/h3-8,10-12,15H,1-2H3,(H,19,23)(H,25,26)(H2,18,27,28)/t10-,11?,12+,15-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N(C=O)S(=O)(=O)N)C(=O)O)C,HSNSJWIOVXMSJP-GSNLGQFWSA-N,"(2S,5R,6R)-6-[[2-[formyl(sulfamoyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,IBM|SureChEMBL,Curation Efforts|Research and Development,NULL
53895000,"(2S,5R,6R)-6-[[2-[[2-[[1-amino-2-[(2-aminoacetyl)amino]ethylidene]amino]acetyl]amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11719985,519.600,C22H29N7O6S,235.000,936.000,-3.700,36,6,9,10,"InChI=1S/C22H29N7O6S/c1-22(2)17(21(34)35)29-19(33)16(20(29)36-22)28-18(32)15(11-6-4-3-5-7-11)27-14(31)10-25-12(24)9-26-13(30)8-23/h3-7,15-17,20H,8-10,23H2,1-2H3,(H2,24,25)(H,26,30)(H,27,31)(H,28,32)(H,34,35)/t15?,16-,17+,20-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)CN=C(CNC(=O)CN)N)C(=O)O)C,HTCSIQMSJQYLMD-KVMCETHSSA-N,"(2S,5R,6R)-6-[[2-[[2-[[1-amino-2-[(2-aminoacetyl)amino]ethylidene]amino]acetyl]amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53906862,"(5S)-1'-methyl-7-oxo-6-[(2-phenylacetyl)amino]spiro[4-thia-1-azabicyclo[3.2.0]heptane-3,4'-piperidine]-2-carboxylic acid",SCHEMBL11377991,389.500,C19H23N3O4S,115.000,628.000,-0.700,27,2,6,4,"InChI=1S/C19H23N3O4S/c1-21-9-7-19(8-10-21)15(18(25)26)22-16(24)14(17(22)27-19)20-13(23)11-12-5-3-2-4-6-12/h2-6,14-15,17H,7-11H2,1H3,(H,20,23)(H,25,26)/t14?,15?,17-/m0/s1",CN1CCC2(CC1)C(N3[C@@H](S2)C(C3=O)NC(=O)CC4=CC=CC=C4)C(=O)O,IAZFAEYUUZRMMZ-DQPZFDDXSA-N,"(5S)-1'-methyl-7-oxo-6-[(2-phenylacetyl)amino]spiro[4-thia-1-azabicyclo[3.2.0]heptane-3,4'-piperidine]-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53915650,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[[2-phenyl-2-[[(2S)-pyrrolidine-2-carbonyl]amino]acetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11488175,446.500,C21H26N4O5S,153.000,769.000,-1.300,31,4,7,6,"InChI=1S/C21H26N4O5S/c1-21(2)15(20(29)30)25-18(28)14(19(25)31-21)24-17(27)13(11-7-4-3-5-8-11)23-16(26)12-9-6-10-22-12/h3-5,7-8,12-15,19,22H,6,9-10H2,1-2H3,(H,23,26)(H,24,27)(H,29,30)/t12-,13?,14+,15-,19+/m0/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)[C@@H]4CCCN4)C(=O)O)C,IGVZCENPMZGCRW-NGDZJGJCSA-N,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[[2-phenyl-2-[[(2S)-pyrrolidine-2-carbonyl]amino]acetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,IBM|SureChEMBL,Curation Efforts|Research and Development,NULL
53916640,"(2S,5R)-6-[[2-(4-tert-butylphenyl)acetyl]amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11518195,404.500,C21H28N2O4S,112.000,678.000,3.200,28,2,5,5,"InChI=1S/C21H28N2O4S/c1-19(2,3)13-9-7-12(8-10-13)11-14(24)22-21(6)17(27)23-15(16(25)26)20(4,5)28-18(21)23/h7-10,15,18H,11H2,1-6H3,(H,22,24)(H,25,26)/t15-,18+,21?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(C)NC(=O)CC3=CC=C(C=C3)C(C)(C)C)C(=O)O)C,IHMKESWBZJVGNW-WTCNWRFRSA-N,"(2S,5R)-6-[[2-(4-tert-butylphenyl)acetyl]amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53919979,"(2S,5R,6R)-6-[[2-[(5-butyl-2,4-dioxo-1H-pyrimidine-6-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11425379,543.600,C25H29N5O7S,199.000,1080.000,1.800,38,5,8,9,"InChI=1S/C25H29N5O7S/c1-4-5-11-13-15(28-24(37)29-18(13)31)20(33)26-14(12-9-7-6-8-10-12)19(32)27-16-21(34)30-17(23(35)36)25(2,3)38-22(16)30/h6-10,14,16-17,22H,4-5,11H2,1-3H3,(H,26,33)(H,27,32)(H,35,36)(H2,28,29,31,37)/t14?,16-,17+,22-/m1/s1",CCCCC1=C(NC(=O)NC1=O)C(=O)NC(C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,IJTGPPCHETVWMV-YKIXORBOSA-N,"(2S,5R,6R)-6-[[2-[(5-butyl-2,4-dioxo-1H-pyrimidine-6-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,IBM|SureChEMBL,Curation Efforts|Research and Development,NULL
53925000,"(2S,5R,6R)-6-[[2-[[2-(diaminomethylideneamino)acetyl]amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11789950,448.500,C19H24N6O5S,206.000,793.000,-0.400,31,5,7,7,"InChI=1S/C19H24N6O5S/c1-19(2)13(17(29)30)25-15(28)12(16(25)31-19)24-14(27)11(9-6-4-3-5-7-9)23-10(26)8-22-18(20)21/h3-7,11-13,16H,8H2,1-2H3,(H,23,26)(H,24,27)(H,29,30)(H4,20,21,22)/t11?,12-,13+,16-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)CN=C(N)N)C(=O)O)C,INDNQIADOXBNFD-XQERAMJGSA-N,"(2S,5R,6R)-6-[[2-[[2-(diaminomethylideneamino)acetyl]amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53929007,"(2S,5R)-6-[(2-amino-2-phenylacetyl)amino]-6-methoxy-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11689665,379.400,C17H21N3O5S,147.000,622.000,-2.000,26,3,7,5,"InChI=1S/C17H21N3O5S/c1-16(2)11(13(22)23)20-14(24)17(25-3,15(20)26-16)19-12(21)10(18)9-7-5-4-6-8-9/h4-8,10-11,15H,18H2,1-3H3,(H,19,21)(H,22,23)/t10?,11-,15+,17?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(NC(=O)C(C3=CC=CC=C3)N)OC)C(=O)O)C,IPVHMXMIVFGMQQ-APOVPAKTSA-N,"(2S,5R)-6-[(2-amino-2-phenylacetyl)amino]-6-methoxy-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53939281,"(2S,5beta)-3,3-Dimethyl-7-oxo-6alpha-[[(acetylamino)phenylacetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2beta-carboxylic acid","SCHEMBL11809982|(2S,5beta)-3,3-Dimethyl-7-oxo-6alpha-[[(acetylamino)phenylacetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2beta-carboxylic acid|38087-61-5",391.400,C18H21N3O5S,141.000,661.000,0.900,27,3,6,5,"InChI=1S/C18H21N3O5S/c1-9(22)19-11(10-7-5-4-6-8-10)14(23)20-12-15(24)21-13(17(25)26)18(2,3)27-16(12)21/h4-8,11-13,16H,1-3H3,(H,19,22)(H,20,23)(H,25,26)/t11?,12-,13+,16-/m1/s1",CC(=O)NC(C1=CC=CC=C1)C(=O)N[C@H]2[C@@H]3N(C2=O)[C@H](C(S3)(C)C)C(=O)O,IWRFUUFGOSMWOZ-XQERAMJGSA-N,"(2S,5R,6R)-6-[(2-acetamido-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,Japan Chemical Substance Dictionary (Nikkaji)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
53960066,"(2S,5R)-6-amino-6-benzyl-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11382493,306.400,C15H18N2O3S,109.000,476.000,-1.000,21,2,5,3,"InChI=1S/C15H18N2O3S/c1-14(2)10(11(18)19)17-12(20)15(16,13(17)21-14)8-9-6-4-3-5-7-9/h3-7,10,13H,8,16H2,1-2H3,(H,18,19)/t10-,13+,15?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(CC3=CC=CC=C3)N)C(=O)O)C,JKIBNGZEOYZETL-HIAJFJRVSA-N,"(2S,5R)-6-amino-6-benzyl-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,IBM|SureChEMBL,Curation Efforts|Research and Development,NULL
53968148,"(5S)-6-benzamido-3,3-dimethyl-4,7-dioxo-4lambda4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11463556,336.400,C15H16N2O5S,123.000,584.000,0.800,23,2,6,3,"InChI=1S/C15H16N2O5S/c1-15(2)10(14(20)21)17-12(19)9(13(17)23(15)22)16-11(18)8-6-4-3-5-7-8/h3-7,9-10,13H,1-2H3,(H,16,18)(H,20,21)/t9?,10?,13-,23?/m0/s1",CC1(C(N2[C@@H](S1=O)C(C2=O)NC(=O)C3=CC=CC=C3)C(=O)O)C,JPSPEHVAVNSKPZ-PEYIITDQSA-N,"(5S)-6-benzamido-3,3-dimethyl-4,7-dioxo-4lambda4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53974575,"(2S,5R)-6-[(2-iodobenzoyl)amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11518795,460.300,C16H17IN2O4S,112.000,599.000,2.200,24,2,5,3,"InChI=1S/C16H17IN2O4S/c1-15(2)10(12(21)22)19-13(23)16(3,14(19)24-15)18-11(20)8-6-4-5-7-9(8)17/h4-7,10,14H,1-3H3,(H,18,20)(H,21,22)/t10-,14+,16?/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)(C)NC(=O)C3=CC=CC=C3I)C(=O)O)C,JTZZSRNKDOEKGS-RHKOVIJRSA-N,"(2S,5R)-6-[(2-iodobenzoyl)amino]-3,3,6-trimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53982682,"(2S,5R,6R)-6-[(2-isocyanato-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11808938,375.400,C17H17N3O5S,141.000,669.000,2.600,26,2,7,5,"InChI=1S/C17H17N3O5S/c1-17(2)12(16(24)25)20-14(23)11(15(20)26-17)19-13(22)10(18-8-21)9-6-4-3-5-7-9/h3-7,10-12,15H,1-2H3,(H,19,22)(H,24,25)/t10?,11-,12+,15-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N=C=O)C(=O)O)C,JZIHDYJXYRJCTI-UKAJUAJCSA-N,"(2S,5R,6R)-6-[(2-isocyanato-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
53991914,"(5S)-6-[(2-amino-2-phenylacetyl)amino]-7-oxospiro[4-thia-1-azabicyclo[3.2.0]heptane-3,4'-thiane]-6-carboxylic acid",SCHEMBL11529246,407.500,C18H21N3O4S2,163.000,649.000,-0.900,27,3,7,4,"InChI=1S/C18H21N3O4S2/c19-12(11-4-2-1-3-5-11)13(22)20-18(16(24)25)14(23)21-10-17(27-15(18)21)6-8-26-9-7-17/h1-5,12,15H,6-10,19H2,(H,20,22)(H,24,25)/t12?,15-,18?/m0/s1",C1CSCCC12CN3[C@@H](S2)C(C3=O)(C(=O)O)NC(=O)C(C4=CC=CC=C4)N,KFLRHPPRIYRSKW-KVIBHRHWSA-N,"(5S)-6-[(2-amino-2-phenylacetyl)amino]-7-oxospiro[4-thia-1-azabicyclo[3.2.0]heptane-3,4'-thiane]-6-carboxylic acid",NULL,Patents,1,NULL,20111204,SureChEMBL,Curation Efforts|Research and Development,NULL
